Structure,Name,source file,MW,AlogP,RB,PSA,Estate,MR,Polar,#stars,#amine,#amidine,#acid,#amide,#rotor,#rtvFG,CNS,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIQPlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metab,QPlogKhsa,HumanOralAbsorption,PercentHumanOralAbsorption,SAfluorine,SAamideO,#NandO,RuleOfFive,RuleOfThree,#ringatoms,#in34,#in56,#noncon,#nonHatm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Num aromatic rings,,Num chiral centers,Num heavy atoms,,,,,,Num rings,,,,,Total charge
,Bitter 519,bitterpredict.maegz,186.2912,3.6308,9,38.96,28.167,54.291,21.682,5,0,0,0,0,8,1,0,542.173,473.949,68.223,0,0,860.948,0,2,0.011135,0,0.8072576,23.164,6.447,7.567,1.693,3.466,-4.142,-2.101,-4.651,2233.268,-0.617,1179,-2.009,11.182,-0.989,0,0.243,3,100,0,0,2,0,0,0,0,0,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,13,,,,,,0,,,,,0
,Bitter 520,bitterpredict.maegz,194.184,1.3727,3,57.583,35.168,47.7923,22.261,1,0,0,0,0,2,2,0,394.627,203.249,58.546,132.832,0,645.955,0,3.5,0.0087271,0,0.915757,19.681,5.745,7.761,4.977,1.555,-1.537,-2.048,-3.529,2758.711,-0.022,1481.498,-1.939,9.131,0.146,1,-0.528,3,100,0,0,4,0,0,9,0,9,1,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,14,,,,,,2,,,,,0
,Bitter 521,bitterpredict.maegz,126.1962,1.7933,3,29.119,21.334,40.0233,15.348,3,0,0,0,0,3,1,0,390.182,328.176,48.137,13.869,0,605.114,0,2,0.0192626,0,0.8867259,16.269,4.137,5.557,2.388,1.952,-2.076,-0.825,-3.431,3462.706,-0.025,1894.063,-2.07,9.482,-0.744,4,-0.288,3,100,0,0,1,0,0,0,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,9,,,,,,0,,,,,0
,Bitter 522,bitterpredict.maegz,144.2114,2.2685,5,35.333,24,40.4615,16.177,4,0,0,0,0,4,1,0,425.157,373.312,51.845,0,0,665.694,0,2,0.0127334,0,0.8672257,17.919,4.563,5.965,2.183,2.347,-2.501,-1.208,-3.68,3193.437,-0.137,1735.376,-2.091,11.075,-0.993,1,-0.154,3,100,0,0,2,0,0,0,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,10,,,,,,0,,,,,0
,Bitter 523,bitterpredict.maegz,86.1323,1.16,2,21.247,15.833,26.3664,10.394,8,0,0,0,0,3,0,1,302.475,216.973,43.337,42.164,0,442.453,1,1.7,0.0080533,0.0056203,0.928369,10.029,3.138,4.617,3.506,1.412,-0.197,-0.392,-2.892,3845.309,0.047,2121.248,-1.882,10.509,-0.809,1,-0.621,3,100,0,0,1,0,0,0,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,6,,,,,,0,,,,,0
,Bitter 524,bitterpredict.maegz,182.2594,2.7154,3,41.912,29.25,53.54,20.716,3,0,0,0,0,2,1,0,439.933,329.918,74.685,35.33,0,727.287,0,2,0.0087782,0,0.889029,22.005,5.786,7.639,3.055,2.59,-3.106,-2.116,-3.496,1939.393,-0.187,1012.238,-2.579,9.421,-1.003,3,0.109,3,100,0,0,2,0,0,6,0,6,4,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,13,,,,,,1,,,,,0
,Bitter 525,bitterpredict.maegz,240.3816,4.7441,5,30.367,34.832,70.3986,28.248,3,0,0,0,0,4,1,1,538.223,517.455,20.768,0,0,951.72,0,2,0.0070872,0,0.8693781,29.365,7.259,9.797,2.243,4.386,-4.718,-3.221,-3.646,6294.443,0.139,3613.502,-1.518,10.852,-1.075,1,0.676,3,100,0,0,2,0,0,6,0,6,6,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,4,17,,,,,,1,,,,,0
,Bitter 526,bitterpredict.maegz,178.2277,2.382,5,38.957,30.334,51.381,23.596,2,0,0,0,0,4,1,0,467.831,204.171,66.893,196.767,0,735.789,0,2,0.0120837,0,0.842516,22.603,6.644,7.929,3.726,2.889,-3.22,-2.29,-5.019,2299.091,-0.306,1216.605,-1.675,9.668,-0.217,1,0.049,3,100,0,0,2,0,0,6,0,6,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,13,,,,,,1,,,,,0
,Bitter 527,bitterpredict.maegz,136.1479,1.573,2,26.3,25.834,39.1122,18.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,10,,,,,,1,,,,,0
,Bitter 528,bitterpredict.maegz,166.217,1.7652,4,15.633,25.5,48.2716,22.312,2,0,0,0,0,4,1,-1,403.38,212.755,0,190.624,0,654.801,0,3.4,0.0100947,0,0.9040469,19.303,5.727,7.305,4.453,2.074,-1.925,-1.712,-3.994,9906.038,-0.937,5899.293,-0.464,9.497,-0.372,1,-0.56,3,100,0,0,2,0,0,6,0,6,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,12,,,,,,1,,,,,0
,Bitter 529,bitterpredict.maegz,182.2594,3.0357,6,41.093,31.417,55.2851,21.298,2,0,0,0,0,5,1,0,468.804,358.75,66.818,43.236,0,775.79,0,2,0.0094336,0,0.8709698,22.096,6.157,7.514,2.463,2.971,-3.24,-2.016,-3.826,2302.844,-0.325,1218.752,-2.119,9.547,-0.871,3,0.123,3,100,0,0,2,0,0,0,0,0,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,13,,,,,,0,,,,,0
,Bitter 530,bitterpredict.maegz,184.2753,3.4033,8,48.891,30,54.4927,21.49,3,0,0,0,0,7,1,-1,508.363,368.363,104.763,35.237,0,818.542,0,2,0.0080171,0,0.8324373,22.446,6.6,7.621,2.321,2.977,-3.664,-2.059,-4.411,1005.612,-0.866,497.711,-2.654,9.918,-0.939,2,0.162,3,100,0,0,2,0,0,0,0,0,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,13,,,,,,0,,,,,0
,Bitter 531,bitterpredict.maegz,273.37,3.7119,4,51.713,44.251,82.4851,34.991,1,0,0,0,0,4,1,0,565.148,293.083,76.46,195.606,0,983.985,1,2,0.0008207,0.0035389,0.8465677,32.525,9.484,12.801,5.482,4.298,-5.181,-4.384,-4.948,1865.665,-0.389,970.709,-1.856,8.307,0.107,5,0.738,3,100,0,0,3,0,0,12,0,12,4,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,20,,,,,,2,,,,,0
,Bitter 532,bitterpredict.maegz,210.3126,3.4611,4,30.691,32.417,62.2389,24.386,2,0,0,0,0,3,1,1,491.475,420.445,35.786,35.245,0,843.039,0,2,0.009613,0,0.8781365,25.995,6.602,8.814,2.693,3.615,-3.995,-2.712,-3.672,4534.655,0.073,2535.109,-1.767,9.45,-1.043,4,0.403,3,100,0,0,2,0,0,6,0,6,4,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,15,,,,,,1,,,,,0
,Bitter 533,bitterpredict.maegz,164.2011,1.9821,3,36.882,29.167,46.4436,21.761,2,0,0,0,0,2,1,1,415.556,186.186,50.885,178.485,0,659.953,0,2,0.0119985,0,0.882154,20.678,5.87,7.308,3.808,2.411,-2.64,-1.992,-4.29,3261.028,0.007,1775.111,-1.637,9.719,-0.193,2,-0.086,3,100,0,0,2,0,0,6,0,6,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,12,,,,,,1,,,,,0
,Bitter 534,bitterpredict.maegz,522.6692,2.4545,26,135.102,84.999,134.2549,53.529,2,0,0,0,0,28,1,-2,834.21,668.653,165.557,0,0,1677.826,3,15.6,0.0430558,0.0323899,0.8185673,43.014,15.46,26.784,16.436,2.035,-1.332,-3.628,-4.468,266.638,-2.771,118.533,-1.882,10.454,-1.065,7,-1.022,1,69.324,0,0,10,1,1,5,0,5,4,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,4,36,,,,,,1,,,,,0
,Bitter 535,bitterpredict.maegz,238.3657,4.1691,5,28.717,35.75,71.3885,28.056,2,0,0,0,0,4,1,1,531.711,462.08,34.383,35.247,0,942.396,0,2,0.0092415,0,0.8742695,29.329,7.536,9.95,2.56,4.273,-4.595,-3.308,-3.735,4675.65,0.023,2620.414,-1.645,9.452,-1.04,4,0.649,3,100,0,0,2,0,0,6,0,6,4,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,17,,,,,,1,,,,,0
,Bitter 536,bitterpredict.maegz,154.2493,2.9341,4,22.907,23.834,51.1821,19.377,3,0,0,0,0,5,0,0,441.716,361.713,57.245,22.758,0,709.334,1,1.7,0.0043497,0.0038486,0.870807,19.24,5.481,7.647,3.362,2.607,-2.746,-1.624,-3.731,2838.192,-0.241,1527.688,-2.014,9.423,-0.852,6,-0.008,3,100,0,0,1,0,0,0,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,11,,,,,,0,,,,,0
,Bitter 536,bitterpredict.maegz,154.2493,2.9341,4,22.909,23.834,51.1821,19.377,3,0,0,0,0,5,0,0,432.564,352.191,55.986,24.387,0,700.744,1,1.7,0.0081281,0.0039301,0.8820386,18.912,5.476,7.607,3.343,2.571,-2.611,-1.624,-3.557,2917.325,-0.218,1573.778,-1.985,9.573,-0.703,6,-0.029,3,100,0,0,1,0,0,0,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,11,,,,,,0,,,,,0
,Bitter 537,bitterpredict.maegz,604.8128,4.7471,31,141.865,94.999,162.9775,64.347,9,0,0,0,0,33,1,-2,1259.694,1034.52,210.852,14.322,0,2235.389,3,15.6,0.0065306,0.0214496,0.6563497,62.254,23.433,32.191,16.762,4.891,-7.487,-5.2,-7.161,99.172,-4.688,40.697,-2.187,9.876,-0.824,9,-0.091,1,78.355,0,0,10,1,2,5,0,5,4,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,4,42,,,,,,1,,,,,0
,Bitter 537,bitterpredict.maegz,604.8128,4.7471,31,140.259,94.999,162.9775,64.347,8,0,0,0,0,33,1,-2,1189.376,973.371,205.386,10.619,0,2175.163,3,15.6,0.0085527,0.0227178,0.6826118,59.808,22.109,31.549,16.531,4.588,-6.281,-5.2,-6.718,111.743,-4.364,46.301,-2.099,9.861,-0.855,9,-0.211,1,77.508,0,0,10,1,2,5,0,5,4,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,4,42,,,,,,1,,,,,0
,Bitter 538,bitterpredict.maegz,196.3291,4.9165,10,38.385,28.5,63.4485,24.523,2,0,0,0,0,10,1,-1,560.797,456.605,84.675,19.518,0,915.694,0,2,0.0242969,0,0.8131913,24.257,7.293,8.202,1.541,3.732,-4.169,-2.315,-4.648,1559.299,-0.893,799.62,-2.051,10.555,0.358,1,0.317,3,100,0,0,1,0,0,0,0,0,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,14,,,,,,0,,,,,0
,Bitter 538,bitterpredict.maegz,196.3291,4.9165,10,36.613,28.5,63.4485,24.523,2,0,0,0,0,10,1,0,545.455,461.512,60.048,23.895,0,901.928,0,2,0.0096899,0,0.8276637,23.748,7.051,7.755,1.367,3.818,-3.878,-2.315,-4.435,2669.731,-0.624,1429.917,-1.582,10.464,0.232,1,0.277,3,100,0,0,1,0,0,0,0,0,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,14,,,,,,0,,,,,0
,Bitter 539,bitterpredict.maegz,238.3657,4.6881,8,35.22,36.834,74.1101,28.638,1,0,0,0,0,7,1,0,611.633,537.677,47.72,26.236,0,1029.541,0,2,0.0107899,0,0.8061884,30.804,8.231,10.231,2.12,4.738,-5.621,-3.207,-4.793,3494.356,-0.348,1912.782,-1.634,9.547,-0.577,7,0.775,3,100,0,0,2,0,1,0,0,0,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,17,,,,,,0,,,,,0
,Bitter 539,bitterpredict.maegz,238.3657,4.6881,8,35.055,36.834,74.1101,28.638,1,0,0,0,0,7,1,0,607.329,537.721,52.615,16.994,0,1022.139,0,2,0.012089,0,0.8080054,30.42,8.127,10.128,2.08,4.645,-5.539,-3.207,-4.72,3140.187,-0.396,1704.12,-1.757,9.53,-0.595,7,0.753,3,100,0,0,2,0,1,0,0,0,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,17,,,,,,0,,,,,0
,Bitter 540,bitterpredict.maegz,180.2005,1.98,5,45.843,32.334,47.3732,20.947,2,0,0,0,0,5,1,0,454.067,213.042,62.439,178.586,0,707.285,0,2.5,0.0178988,0,0.8454882,20.647,6.195,7.515,3.811,2.469,-2.692,-2.04,-4.884,2533.884,-0.32,1351.437,-1.561,9.112,0.842,1,-0.21,3,100,0,0,3,0,0,5,0,5,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,13,,,,,,1,,,,,0
,Bitter 540,bitterpredict.maegz,180.2005,1.98,5,42.998,32.334,47.3732,20.947,2,0,0,0,0,5,1,0,444.261,228.095,47.084,169.082,0,697.697,0,2.5,0.0056484,0,0.8563237,20.172,5.988,7.118,3.618,2.501,-2.511,-2.04,-4.663,3543.226,-0.166,1941.713,-1.312,8.97,0.615,1,-0.238,3,100,0,0,3,0,0,5,0,5,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,13,,,,,,1,,,,,0
,Bitter 541,bitterpredict.maegz,162.2283,2.6871,3,32.842,27.333,50.1643,22.959,2,0,0,0,0,3,0,0,405.395,170.483,58.816,176.096,0,662.026,0,2,0.0192486,0,0.9061559,20.096,6.133,7.26,3.601,2.267,-2.361,-1.95,-3.89,2742.492,-0.095,1472.087,-1.695,9.689,-0.091,2,-0.123,3,100,0,0,1,0,0,6,0,6,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,12,,,,,,1,,,,,0
,Bitter 542,bitterpredict.maegz,240.3816,4.857,10,35.343,36.5,72.3412,28.83,2,0,0,0,0,9,1,0,616.156,538.443,49.464,28.249,0,1041.392,0,2,0.009022,0,0.8064003,30.013,8.376,9.878,1.715,4.806,-5.381,-3.25,-4.799,3363.833,-0.486,1835.674,-1.468,9.843,-1.005,3,0.724,3,100,0,0,2,0,0,0,0,0,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,17,,,,,,0,,,,,0
,Bitter 543,bitterpredict.maegz,648.9084,6.4172,35,94.764,92.499,176.1145,70.044,7,0,0,0,0,34,1,-2,1213.35,1170.444,42.906,0,0,2301.126,0,15.6,0.0022177,0,0.6947138,64.106,21.06,27.9,10.796,6.413,-5.507,-5.659,-6.472,3881.68,-2.078,2142.943,0.954,10.451,-0.938,7,-0.318,1,100,0,0,10,2,1,5,0,5,4,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,4,45,,,,,,1,,,,,0
,Bitter 544,bitterpredict.maegz,262.3871,4.0417,6,38.518,39.417,78.3786,30.76,1,0,0,0,0,5,1,0,587.148,492.733,56.551,37.864,0,1017.352,0,2,0.0091571,0,0.8331667,31.712,8.294,10.751,2.641,4.611,-5.482,-3.748,-4.412,2881.559,-0.281,1552.934,-1.948,9.854,-0.575,4,0.824,3,100,0,0,2,0,0,7,0,7,6,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,3,19,,,,,,2,,,,,0
,Bitter 544,bitterpredict.maegz,262.3871,4.0417,6,38.193,39.417,78.3786,30.76,1,0,0,0,0,5,1,0,590.028,489.694,62.533,37.8,0,1019.462,0,2,0.0117797,0,0.8302458,31.795,8.351,10.836,2.689,4.584,-5.537,-3.748,-4.459,2528.697,-0.343,1348.447,-2.059,9.856,-0.582,4,0.83,3,100,0,0,2,0,0,7,0,7,6,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,3,19,,,,,,2,,,,,0
,Bitter 545,bitterpredict.maegz,270.2369,2.6373,1,100.213,55.836,68.3808,35.064,0,0,0,0,0,4,0,-2,484.233,0,188.478,295.755,0,811.939,2,3.75,0.0209386,0.010952,0.8692135,26.596,9.606,14.148,9.919,1.694,-3.07,-4.101,-5.059,161.647,-1.341,69.009,-3.567,9.065,0.421,3,-0.093,3,76.392,0,0,5,0,0,16,0,16,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,0,20,,,,,,3,,,,,0
,Bitter 546,bitterpredict.maegz,254.2375,2.9047,1,80.748,50.169,66.6867,34.427,0,0,0,0,0,3,0,-1,474.99,0,149.871,325.119,0,792.686,2,4,0.0123482,0.0119094,0.8720627,26.748,9.363,14.112,10.301,1.791,-3.023,-3.71,-5.153,375.553,-0.931,171.641,-2.848,9.121,0.558,2,-0.131,3,83.511,0,0,4,0,0,16,0,16,0,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,0,19,,,,,,3,,,,,0
,Bitter 547,bitterpredict.maegz,242.2699,3.1612,1,53.504,42.168,68.3864,33.264,0,0,0,0,0,2,0,0,474.8,86.711,109.344,278.745,0,796.963,2,2.25,0.0137458,0.0067017,0.8755474,27.118,8.816,13.084,8.206,2.746,-3.578,-3.849,-4.875,909.893,-0.508,446.708,-2.361,8.913,-0.114,4,0.166,3,95.986,0,0,3,0,0,16,0,16,3,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,18,,,,,,3,,,,,0
,Bitter 548,bitterpredict.maegz,284.2635,2.8883,2,85.877,55.336,73.1499,36.899,0,0,0,0,0,4,0,-1,507.7,92.545,133.813,281.341,0,863.874,1,3.75,0.025014,0.0073863,0.8640222,28.537,9.384,13.13,8.041,2.536,-3.56,-4.447,-5.074,533.272,-0.873,250.734,-2.611,9.051,0.4,3,0.088,3,90.601,0,0,5,0,0,16,0,16,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,0,21,,,,,,3,,,,,0
